Electoral district number,Electoral district name,Last name (2015),First name (2015),Political affiliation (2015),% Votes obtained (2015)
35111,Vaughan--Woodbridge,Gualtieri,Anthony,Libertarian,1.5
35111,Vaughan--Woodbridge,Sorbara,Francesco,Liberal,48.7
35111,Vaughan--Woodbridge,Zichy,Adriana Marie,NDP-New Democratic Party,4.6
35112,Waterloo,Braid,Peter,Conservative,32.3
35112,Waterloo,Chagger,Bardish,Liberal,49.7
35112,Waterloo,Freeman,Diane,NDP-New Democratic Party,14.9
35112,Waterloo,Hawley-Yan,Emma,Animal Alliance/Environment Voters,0.2
35112,Waterloo,Walsh,Richard,Green Party,2.9
35113,Wellington--Halton Hills,Anstey,Harvey Edward,CAP,0.3
35113,Wellington--Halton Hills,Bouteiller,Brent Allan,Green Party,4
35113,Wellington--Halton Hills,Chong,Michael,Conservative,50.9
35113,Wellington--Halton Hills,Gajerski-Cauley,Anne,NDP-New Democratic Party,8.3
35113,Wellington--Halton Hills,Trant,Don,Liberal,36.5
35114,Whitby,Caesar-Chavannes,Celina,Liberal,45
35114,Whitby,Cameron,Craig,Green Party,2.2
35114,Whitby,Kelly,Ryan,NDP-New Democratic Party,10.3
35114,Whitby,O'Connor,Jon,Independent,0.4
35114,Whitby,Perkins,Pat,Conservative,42.1
35115,Willowdale,Ahluwalia,Birinder Singh,Independent,0.5
35115,Willowdale,Arruda,James,Green Party,2.2
35115,Willowdale,Ehsassi,Ali,Liberal,53.4
35115,Willowdale,Leung,Chungsen,Conservative,37
35115,Willowdale,Tabasinejad,Pouyan,NDP-New Democratic Party,7
35116,Windsor--Tecumseh,Chesnik,Laura,Marxist-Leninist,0.5
35116,Windsor--Tecumseh,Gignac,Jo-Anne,Conservative,27.5
35116,Windsor--Tecumseh,Hardcastle,Cheryl,NDP-New Democratic Party,43.5
35116,Windsor--Tecumseh,Momotiuk,David,Green Party,2
35116,Windsor--Tecumseh,Schiller,Frank,Liberal,26.6
35117,Windsor West,LaRussa,Cora,Green Party,2.3
35117,Windsor West,Lau,Henry,Conservative,20.8
35117,Windsor West,Masse,Brian,NDP-New Democratic Party,51.3
35117,Windsor West,Sundin,Dave,Liberal,25.2
35117,Windsor West,Villamizar,Margaret,Marxist-Leninist,0.3
35118,York Centre,Adler,Mark,Conservative,44
35118,York Centre,Berman,Hal,NDP-New Democratic Party,7.3
35118,York Centre,Kritsonis,Constantine,Green Party,1.8
35118,York Centre,Levitt,Michael,Liberal,46.9
35119,York--Simcoe,Gerl,Sylvia,NDP-New Democratic Party,8.9
35119,York--Simcoe,Tanaka,Shaun,Liberal,37.8
35119,York--Simcoe,Van Loan,Peter,Conservative,50.2
35119,York--Simcoe,Viitala,Mark,Green Party,3.1
35120,York South--Weston,Hussen,Ahmed,Liberal,46
35120,York South--Weston,Johnson,John,Green Party,2
35120,York South--Weston,Lepone,Stephen,Libertarian,2.4
35120,York South--Weston,Robinson,James,Conservative,19.2
35120,York South--Weston,Sullivan,Mike,NDP-New Democratic Party,30.4
35121,Humber River--Black Creek,Harris,Darnel,NDP-New Democratic Party,10.7
35121,Humber River--Black Creek,Jarrett,Keith,Green Party,1.6
35121,Humber River--Black Creek,Nugent,Christine,Marxist-Leninist,0.6
35121,Humber River--Black Creek,Sgro,Judy,Liberal,66.9
35121,Humber River--Black Creek,Vandenberg,Kerry,Conservative,20.2
46001,Brandon--Souris,Maguire,Larry,Conservative,50.3
46001,Brandon--Souris,Neufeld,David,Green Party,6.1
46001,Brandon--Souris,Wastasecoot,Melissa Joy,NDP-New Democratic Party,6.3
46001,Brandon--Souris,Wyman,Jodi,Liberal,37.3
46002,Charleswood--St. James--Assiniboia--Headingley,Eyolfson,Doug,Liberal,52
46002,Charleswood--St. James--Assiniboia--Headingley,Fletcher,Steven,Conservative,39
46002,Charleswood--St. James--Assiniboia--Headingley,Nichols,Kevin,Green Party,2.9
46002,Charleswood--St. James--Assiniboia--Headingley,Paulley,Tom,NDP-New Democratic Party,6
46003,Churchill--Keewatinook Aski,Ashton,Niki,NDP-New Democratic Party,45
46003,Churchill--Keewatinook Aski,Chartrand,Rebecca,Liberal,42
46003,Churchill--Keewatinook Aski,Hastmann,August,Green Party,1.8
46003,Churchill--Keewatinook Aski,Linnick,Zachary,Libertarian,0.9
46003,Churchill--Keewatinook Aski,Mirecki,Kyle G.,Conservative,10.3
46004,Dauphin--Swan River--Neepawa,Lewycky,Laverne M.,NDP-New Democratic Party,12.3
46004,Dauphin--Swan River--Neepawa,Mark,Inky,Independent,8.1
46004,Dauphin--Swan River--Neepawa,Piche,Ray,Liberal,29.5
46004,Dauphin--Swan River--Neepawa,Sopuck,Robert,Conservative,46.3
46004,Dauphin--Swan River--Neepawa,Storey,Kate,Green Party,3.8
46005,Elmwood--Transcona,Blaikie,Daniel,NDP-New Democratic Party,34.1
46005,Elmwood--Transcona,Parke,Kim,Green Party,2.4
46005,Elmwood--Transcona,Richardson-Lipon,Andrea,Liberal,29.5
46005,Elmwood--Transcona,Toet,Lawrence,Conservative,34
46006,Kildonan--St. Paul,Bell,Jim,Conservative,39.8
46006,Kildonan--St. Paul,Hiebert,Eduard Walter,Independent,0.3
46006,Kildonan--St. Paul,Hrynyk,Suzanne,NDP-New Democratic Party,14.3
46006,Kildonan--St. Paul,Mihychuk,MaryAnn,Liberal,42.7
46006,Kildonan--St. Paul,Reimer,David,Christian Heritage Party,1.1
46006,Kildonan--St. Paul,Stairs,Steven,Green Party,1.8
46007,Portage--Lisgar,Bergen,Candice,Conservative,60.8
46007,Portage--Lisgar,Dondo,Jerome,Christian Heritage Party,3.2
46007,Portage--Lisgar,Eert,Beverley,Green Party,4
46007,Portage--Lisgar,Harder,Dean,NDP-New Democratic Party,6.2
46007,Portage--Lisgar,Werbiski,Ken,Liberal,25.8
46008,Provencher,Falk,Ted,Conservative,56.1
46008,Provencher,Hayward,Terry,Liberal,34.7
46008,Provencher,Lilley,Les,NDP-New Democratic Party,5.3
46008,Provencher,Wheeldon,Jeff,Green Party,4
46009,Saint Boniface--Saint Vital,Catellier,Francois,Conservative,28.7
46009,Saint Boniface--Saint Vital,Selby,Erin,NDP-New Democratic Party,10.6
46009,Saint Boniface--Saint Vital,Vandal,Dan,Liberal,58.4
46009,Saint Boniface--Saint Vital,Zaretski,Glenn,Green Party,2.3
46010,Selkirk--Interlake--Eastman,Bezan,James,Conservative,51.9
46010,Selkirk--Interlake--Eastman,Chief,Deborah,NDP-New Democratic Party,11.4
46010,Selkirk--Interlake--Eastman,Grant,Donald L.,Libertarian,1.8
46010,Selkirk--Interlake--Eastman,James,Wayne,Green Party,3.5
46010,Selkirk--Interlake--Eastman,Levy,Joanne,Liberal,31.4
46011,Winnipeg Centre,Martin,Pat,NDP-New Democratic Party,28
46011,Winnipeg Centre,Miller,Scott,Christian Heritage Party,0.7
46011,Winnipeg Centre,Ouellette,Robert-Falcon,Liberal,54.5
46011,Winnipeg Centre,Rankin,Darrell,Communist,0.4
46011,Winnipeg Centre,Szarkiewicz,Allie,Conservative,12.4
46011,Winnipeg Centre,Woodstock,Don,Green Party,4.1
46012,Winnipeg North,Abad,Levy,NDP-New Democratic Party,13.4
46012,Winnipeg North,Lamoureux,Kevin,Liberal,68.9
46012,Winnipeg North,Redekopp,John,Green Party,2.4
46012,Winnipeg North,Turka,Harpreet,Conservative,15.3
46013,Winnipeg South,Duguid,Terry,Liberal,58.3
46013,Winnipeg South,Giesbrecht,Gordon,Conservative,34.7
46013,Winnipeg South,Goertzen,Brianne,NDP-New Democratic Party,5
46013,Winnipeg South,Smith,Adam,Green Party,2.1
46014,Winnipeg South Centre,Bateman,Joyce,Conservative,28.2
46014,Winnipeg South Centre,Carr,Jim,Liberal,59.7
46014,Winnipeg South Centre,Henderson,Matt,NDP-New Democratic Party,9
46014,Winnipeg South Centre,Park,Andrew,Green Party,3.1
47001,Battlefords--Lloydminster,Anguish,Doug,Independent,3.2
47001,Battlefords--Lloydminster,Ingram,Larry,Liberal,16.5
47001,Battlefords--Lloydminster,Ritz,Gerry,Conservative,61
47001,Battlefords--Lloydminster,Tait,Glenn,NDP-New Democratic Party,17.6
47001,Battlefords--Lloydminster,Tenkink,Mikaela,Green Party,1.7
47002,Cypress Hills--Grasslands,Anderson,David,Conservative,69.2
47002,Cypress Hills--Grasslands,Caton,William,Green Party,2.7
47002,Cypress Hills--Grasslands,Peterson,Trevor,NDP-New Democratic Party,13.2
47002,Cypress Hills--Grasslands,Wiens,Marvin,Liberal,14.9
47003,Desnethe--Missinippi--Churchill River,Clarke,Rob,Conservative,30.2
47003,Desnethe--Missinippi--Churchill River,Jolibois,Georgina,NDP-New Democratic Party,34.1
47003,Desnethe--Missinippi--Churchill River,Joseph,Lawrence,Liberal,33.9
47003,Desnethe--Missinippi--Churchill River,Koch,Warren,Green Party,1.8
47004,Carlton Trail--Eagle Creek,Block,Kelly,Conservative,64.7
47004,Carlton Trail--Eagle Creek,Oliphant,Lynn Wesley,Green Party,2.2
47004,Carlton Trail--Eagle Creek,Slusar,Alexander,Liberal,14.4
47004,Carlton Trail--Eagle Creek,Wright,Glenn,NDP-New Democratic Party,18.7
47005,Moose Jaw--Lake Centre--Lanigan,Hlady,Dustan,NDP-New Democratic Party,23.8
47005,Moose Jaw--Lake Centre--Lanigan,Juttla,Perry,Liberal,18
47005,Moose Jaw--Lake Centre--Lanigan,Lukiwski,Tom,Conservative,55.5
47005,Moose Jaw--Lake Centre--Lanigan,Setyo,Shawn,Green Party,2.3
47005,Moose Jaw--Lake Centre--Lanigan,Thomas,Robert,Rhinoceros,0.5
47006,Prince Albert,Borgerson,Lon,NDP-New Democratic Party,28.5
47006,Prince Albert,Hoback,Randy,Conservative,49.8
47006,Prince Albert,Kirkby,Gordon,Liberal,19.8
47006,Prince Albert,Tenkink,Byron,Green Party,1.9
47007,Regina--Lewvan,Browne,Louis,Liberal,27.5
47007,Regina--Lewvan,Dolata,Wojciech,Libertarian,0.6
47007,Regina--Lewvan,Fraser,Trent,Conservative,34.9
47007,Regina--Lewvan,Friesen,Tamela,Green Party,1.8
47007,Regina--Lewvan,Weir,Erin,NDP-New Democratic Party,35.2
47008,Regina--Qu'Appelle,Anaquod,Della,Liberal,22.8
47008,Regina--Qu'Appelle,Chatterson,Greg,Green Party,2.3
47008,Regina--Qu'Appelle,Kuyek,Nial,NDP-New Democratic Party,30.2
47008,Regina--Qu'Appelle,Scheer,Andrew,Conservative,44.7
47009,Regina--Wascana,Bourgeois,April,NDP-New Democratic Party,12.6
47009,Regina--Wascana,Goodale,Ralph,Liberal,55.1
47009,Regina--Wascana,Kram,Michael,Conservative,30.3
47009,Regina--Wascana,Simonson,Frances,Green Party,2.1
47010,Saskatoon--Grasswood,Bell,Scott,NDP-New Democratic Party,30.2
47010,Saskatoon--Grasswood,Bigland-Pritchard,Mark,Green Party,1.8
47010,Saskatoon--Grasswood,Muggli,Tracy,Liberal,26.4
47010,Saskatoon--Grasswood,Waugh,Kevin,Conservative,41.6
47011,Saskatoon--University,Block,Cynthia Marie,Liberal,25.2
47011,Saskatoon--University,Card,Claire,NDP-New Democratic Party,31.5
47011,Saskatoon--University,Harvey,Valerie,Green Party,1.5
47011,Saskatoon--University,Schalm,Eric Matthew,Rhinoceros,0.2
47011,Saskatoon--University,Trost,Brad,Conservative,41.5
47012,Saskatoon West,Abbott,Lisa,Liberal,24.5
47012,Saskatoon West,Benson,Sheri,NDP-New Democratic Party,39.6
47012,Saskatoon West,Donauer,Randy,Conservative,32.9
47012,Saskatoon West,Hart,Bronek,Libertarian,0.6
47012,Saskatoon West,Mitchell,Lois Carol,Green Party,1.7
47012,Saskatoon West,Pankiw,Jim,Canada Party,0.7
47013,Souris--Moose Mountain,Bebbington,Steven,Liberal,13.5
47013,Souris--Moose Mountain,Deptuck,Bob,Green Party,2.6
47013,Souris--Moose Mountain,Kitchen,Robert Gordon,Conservative,70.1
47013,Souris--Moose Mountain,O'Dell,Vicky,NDP-New Democratic Party,13.7
47014,Yorkton--Melville,Hughes,Elaine Marie,Green Party,2.8
47014,Yorkton--Melville,Malinoski,Brooke Taylor,Liberal,17.8
47014,Yorkton--Melville,Ottenbreit,Doug,NDP-New Democratic Party,20.2
47014,Yorkton--Melville,Wagantall,Cathay,Conservative,59.2
48001,Banff--Airdrie,Boissonneault,Joanne,NDP-New Democratic Party,6.8
48001,Banff--Airdrie,MacDonald,Mike,Green Party,3.8
48001,Banff--Airdrie,Raynolds,Marlo,Liberal,26.1
48001,Banff--Airdrie,Richards,Blake,Conservative,63.4
48002,Battle River--Crowfoot,Kelly,Gary,Green Party,3.2
48002,Battle River--Crowfoot,Kowalski,Andy,Liberal,9.4
48002,Battle River--Crowfoot,Sorenson,Kevin,Conservative,80.9
48002,Battle River--Crowfoot,Swampy,Katherine,NDP-New Democratic Party,6.5
48003,Bow River,Alexander,William MacDonald,Liberal,13.7
48003,Bow River,Fromholt,Rita Ann,Green Party,1.8
48003,Bow River,Khalid,Fahed,Democratic Advancement,0.2
48003,Bow River,Kucy,Andrew,Independent,1.1
48003,Bow River,MacWilliam,Lynn,NDP-New Democratic Party,5.2
48003,Bow River,Shields,Martin,Conservative,77.4
48003,Bow River,VandeStroet,Frans,Christian Heritage Party,0.6
48004,Calgary Centre,Boonlert,Thana,Green Party,2.2
48004,Calgary Centre,Crockatt,Joan,Conservative,45.3
48004,Calgary Centre,Hehr,Kent,Liberal,46.5
48004,Calgary Centre,Henderson,Yogi,Independent,0.4
48004,Calgary Centre,Ratti,Jillian,NDP-New Democratic Party,5.6
48005,Calgary Confederation,Grant,Matt,Liberal,43.5
48005,Calgary Confederation,Heuser,Kirk,NDP-New Democratic Party,7.1
48005,Calgary Confederation,Hunter,Kevan,Marxist-Leninist,0.2
48005,Calgary Confederation,Odd,Natalie,Green Party,3.2
48005,Calgary Confederation,Webber,Len,Conservative,45.9
48006,Calgary Forest Lawn,Badura,Matt,Libertarian,2
48006,Calgary Forest Lawn,Devine,Jason,Communist,1
48006,Calgary Forest Lawn,Hansell,Judson,Green Party,3
48006,Calgary Forest Lawn,Obhrai,Deepak,Conservative,48
48006,Calgary Forest Lawn,Souraya,Abdou,NDP-New Democratic Party,9.8
48006,Calgary Forest Lawn,Stewart,Cam,Liberal,36
48006,Calgary Forest Lawn,Veress,Max,Democratic Advancement,0.3
48007,Calgary Heritage,Christie,Kelly,Green Party,2.1
48007,Calgary Heritage,Duchastel de Montrouge,Nicolas,Independent,0.1
48007,Calgary Heritage,Harper,Stephen J.,Conservative,63.8
48007,Calgary Heritage,Heather,Larry R.,Independent,0.2
48007,Calgary Heritage,Masters Burgener,Matt,NDP-New Democratic Party,7.3
48007,Calgary Heritage,Miles,Brendan,Liberal,26
48007,Calgary Heritage,Paolasini,Steven,Libertarian,0.4
48007,Calgary Heritage,Zepik,Korry,Independent,0.1
48008,Calgary Midnapore,Askin,Peggy,Marxist-Leninist,0.2
48008,Calgary Midnapore,Brown,Haley,Liberal,22.6
48008,Calgary Midnapore,Kenney,Jason,Conservative,66.7
48008,Calgary Midnapore,Wauters,Brennan,Green Party,2.7
48008,Calgary Midnapore,Weston,Laura,NDP-New Democratic Party,7.7
48009,Calgary Nose Hill,Butt,Faizan,Democratic Advancement,0.3
48009,Calgary Nose Hill,Gao,Edward,Libertarian,1.3
48009,Calgary Nose Hill,Kaufman,Bruce,NDP-New Democratic Party,8.9
48009,Calgary Nose Hill,Prcic,Robert,Liberal,26.9
48009,Calgary Nose Hill,Rempel,Michelle,Conservative,60
48009,Calgary Nose Hill,Scheer,Laurie,Green Party,2.5
48010,Calgary Rocky Ridge,Kelly,Pat,Conservative,60.4
48010,Calgary Rocky Ridge,Kot,Stephanie,NDP-New Democratic Party,5.8
48010,Calgary Rocky Ridge,Naidoo,Nirmala,Liberal,31.7
48010,Calgary Rocky Ridge,Wright,Catriona,Green Party,2.1
48011,Calgary Shepard,Allard,Dany,NDP-New Democratic Party,6.8
48011,Calgary Shepard,James,Jerome,Liberal,24.7
48011,Calgary Shepard,Kmiec,Tom,Conservative,65.9
48011,Calgary Shepard,MacKenzie,Graham,Green Party,2.6
48012,Calgary Signal Hill,Ahmed,Khalis,NDP-New Democratic Party,5
48012,Calgary Signal Hill,Cundal,Kerry,Liberal,30.6
48012,Calgary Signal Hill,Knorren,Taryn,Green Party,2.5
48012,Calgary Signal Hill,Liepert,Ron,Conservative,60.6
48012,Calgary Signal Hill,Moen,Tim,Libertarian,1.1
48012,Calgary Signal Hill,Rau,Jesse,Christian Heritage Party,0.3
48013,Calgary Skyview,Blanchard,Daniel,Marxist-Leninist,0.2
48013,Calgary Skyview,Butt,Najeeb,PC Party,2.1
48013,Calgary Skyview,Garvey,Stephen,Democratic Advancement,1.7
48013,Calgary Skyview,Kang,Darshan Singh,Liberal,45.9
48013,Calgary Skyview,Reddy,Ed,Green Party,1.9
48013,Calgary Skyview,Shory,Devinder,Conservative,39.8
48013,Calgary Skyview,Singh,Sahajvir,NDP-New Democratic Party,8
48013,Calgary Skyview,Young,Joseph,Independent,0.4
48014,Edmonton Centre,Boissonnault,Randy,Liberal,37.2
48014,Edmonton Centre,Cumming,James,Conservative,35
48014,Edmonton Centre,McGowan,Gil,NDP-New Democratic Party,24.5
48014,Edmonton Centre,Parker,David,Green Party,2.6
48014,Edmonton Centre,Stauffer,Steven,Rhinoceros,0.5
48014,Edmonton Centre,Yaki,Kat,Independent,0.3
48015,Edmonton Griesbach,Diotte,Kerry,Conservative,40
48015,Edmonton Griesbach,Gold,Brian,Liberal,21.7
48015,Edmonton Griesbach,Goncharenko,Maryna,Libertarian,0.9
48015,Edmonton Griesbach,Irwin,Janis,NDP-New Democratic Party,34
48015,Edmonton Griesbach,Joyce,Mary,Marxist-Leninist,0.2
48015,Edmonton Griesbach,Northcott,Linda,Radical Marijuana,0.6
48015,Edmonton Griesbach,Thompson,Bun Bun,Rhinoceros,0.3
48015,Edmonton Griesbach,Workman,Heather,Green Party,2.4
48016,Edmonton Manning,Aboultaif,Ziad,Conservative,45.2
48016,Edmonton Manning,Aujla,Sukhdev,Liberal,27.6
48016,Edmonton Manning,Deres,Mebreate,Independent,1.1
48016,Edmonton Manning,Paquette,Aaron,NDP-New Democratic Party,23.6
48016,Edmonton Manning,Vachon,Andre,Marxist-Leninist,0.3
48016,Edmonton Manning,Vallee,Chris,Green Party,2.2
48017,Edmonton Mill Woods,Deol,Jasvir,NDP-New Democratic Party,12.8
48017,Edmonton Mill Woods,Downing,Peter,Christian Heritage Party,0.6
48017,Edmonton Mill Woods,McLean,Ralph,Green Party,2.2
48017,Edmonton Mill Woods,Paley,Allen K.W.,Libertarian,0.8
48017,Edmonton Mill Woods,Rankin,Naomi,Communist,0.2
48017,Edmonton Mill Woods,Sohi,Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Stubbs,Colin,Independent,1.1
48017,Edmonton Mill Woods,Uppal,Tim,Conservative,41.1
48018,Edmonton Riverbend,Chaudary,Tariq,Liberal,30.2
48018,Edmonton Riverbend,Fleck,Brian,NDP-New Democratic Party,17.1
48018,Edmonton Riverbend,Jeneroux,Matt,Conservative,49.9
48018,Edmonton Riverbend,Kennedy,Valerie,Green Party,2.2
48018,Edmonton Riverbend,Lack,Steven,Libertarian,0.7
48019,Edmonton Strathcona,Binnema,Jacob K.,Green Party,2.3
48019,Edmonton Strathcona,Bromsgrove,Ryan,Pirate,0.4
48019,Edmonton Strathcona,Duncan,Linda,NDP-New Democratic Party,44
48019,Edmonton Strathcona,Eckstrom,Donovan,Rhinoceros,0.2
48019,Edmonton Strathcona,Jones,Chris,Independent,0.2
48019,Edmonton Strathcona,MacDonald,Dougal,Marxist-Leninist,0.2
48019,Edmonton Strathcona,Olszewski,Eleanor,Liberal,20.7
48019,Edmonton Strathcona,Schurman,Andrew,Independent,0.2
48019,Edmonton Strathcona,Stinson,Malcolm,Libertarian,0.6
48019,Edmonton Strathcona,Thom,Len,Conservative,31.3
48020,Edmonton West,Bryan,Pamela Leslie,Green Party,1.9
48020,Edmonton West,Dussault,Alexander,Libertarian,0.6
48020,Edmonton West,Leibovici,Karen,Liberal,34.9
48020,Edmonton West,MacKenzie,Heather,NDP-New Democratic Party,13
48020,Edmonton West,McCauley,Kelly,Conservative,49.3
48020,Edmonton West,Morton,Peggy,Marxist-Leninist,0.2
48021,Edmonton--Wetaskiwin,Biollo,Jacqueline,Liberal,21.5
48021,Edmonton--Wetaskiwin,Bitz,Fritz K.,NDP-New Democratic Party,9.7
48021,Edmonton--Wetaskiwin,Hut,Joy-Ann,Green Party,2.3
48021,Edmonton--Wetaskiwin,Lake,Mike,Conservative,65.8
48021,Edmonton--Wetaskiwin,Whitlock,Brayden,Libertarian,0.7
48022,Foothills,Barlow,John,Conservative,75.7
48022,Foothills,MacPherson,Tanya,Liberal,13.4
48022,Foothills,Morgan,Cory,Libertarian,0.7
48022,Foothills,Slingerland,Marc,Christian Heritage Party,0.6
48022,Foothills,Thompson,Alison,NDP-New Democratic Party,6.4
48022,Foothills,Tittel,Romy S.,Green Party,3.3
48023,Fort McMurray--Cold Lake,Berry,Scott,Libertarian,1.2
48023,Fort McMurray--Cold Lake,Deheer,Brian,Green Party,1.6
48023,Fort McMurray--Cold Lake,Harrietha,Kyle,Liberal,28.4
48023,Fort McMurray--Cold Lake,Janssen,Roelof,Christian Heritage Party,0.6
48023,Fort McMurray--Cold Lake,Lepine,Melody,NDP-New Democratic Party,7.7
48023,Fort McMurray--Cold Lake,Yurdiga,David,Conservative,60.6
48024,Grande Prairie--Mackenzie,Friesen,James David,Green Party,3.1
48024,Grande Prairie--Mackenzie,Johnston,Reagan,Liberal,14.7
48024,Grande Prairie--Mackenzie,Mossagizi,Saba,NDP-New Democratic Party,8.1
48024,Grande Prairie--Mackenzie,Thompson,Dylan,Libertarian,1.1
48024,Grande Prairie--Mackenzie,Warkentin,Chris,Conservative,72.9
48025,Lakeland,McFadzean,Robert George,Libertarian,1.1
48025,Lakeland,Montgomery,Danielle,Green Party,2.3
48025,Lakeland,Parenteau,Garry,Liberal,13.7
48025,Lakeland,Stubbs,Shannon,Conservative,72.8
48025,Lakeland,Zaraska,Duane,NDP-New Democratic Party,10.1
48026,Lethbridge,Capp,Geoffrey,Christian Heritage Party,1.3
48026,Lethbridge,Harder,Rachael,Conservative,56.8
48026,Lethbridge,Krygier-Paine,Solly,Rhinoceros,0.4
48026,Lethbridge,MacMillan,Kas,Green Party,2.6
48026,Lethbridge,Meheden,Cheryl,NDP-New Democratic Party,20.5
48026,Lethbridge,Pyne,Mike,Liberal,18.5
48027,Medicine Hat--Cardston--Warner,Allan,Glen,Liberal,17.9
48027,Medicine Hat--Cardston--Warner,Hillyer,Jim,Conservative,68.8
48027,Medicine Hat--Cardston--Warner,Smith,Brent,Green Party,2.6
48027,Medicine Hat--Cardston--Warner,Turner,John Clayton,Independent,1
48027,Medicine Hat--Cardston--Warner,Weir,Erin,NDP-New Democratic Party,9.7
48028,Peace River--Westlock,Alexis,Cameron,NDP-New Democratic Party,14.4
48028,Peace River--Westlock,Brown,Chris,Liberal,12.8
48028,Peace River--Westlock,Levac,Sabrina Lee,Green Party,2.5
48028,Peace River--Westlock,Sergeew,Jeremy,Libertarian,0.9
48028,Peace River--Westlock,Viersen,Arnold,Conservative,69.4
48029,Red Deer--Mountain View,Dreeshen,Earl,Conservative,74.3
48029,Red Deer--Mountain View,Harris,Paul,NDP-New Democratic Party,8.4
48029,Red Deer--Mountain View,Kastern,Chandra Lescia,Liberal,13.4
48029,Red Deer--Mountain View,Milne,Scott,Pirate,0.5
48029,Red Deer--Mountain View,Oleny,Simon,Green Party,2.6
48029,Red Deer--Mountain View,Walper,James,Libertarian,0.7
48030,Red Deer--Lacombe,Calkins,Blaine,Conservative,70.7
48030,Red Deer--Lacombe,Hart,Doug,NDP-New Democratic Party,11.4
48030,Red Deer--Lacombe,Kuzyk,Les,Green Party,2.9
48030,Red Deer--Lacombe,Rock,Jeff,Liberal,15
48031,St. Albert--Edmonton,Cooper,Michael,Conservative,45.2
48031,St. Albert--Edmonton,Ghettuba,Beatrice,Liberal,22.5
48031,St. Albert--Edmonton,Malayko,Darlene,NDP-New Democratic Party,11.2
48031,St. Albert--Edmonton,Oldham,Andrea,Green Party,1.4
48031,St. Albert--Edmonton,Rathgeber,Brent,Independent,19.7
48032,Sherwood Park--Fort Saskatchewan,Burry,Stephen C.,Libertarian,1
48032,Sherwood Park--Fort Saskatchewan,Cave,Joanne,NDP-New Democratic Party,9.8
48032,Sherwood Park--Fort Saskatchewan,Ford,James,Independent,2.3
48032,Sherwood Park--Fort Saskatchewan,Frank,Rod,Liberal,20.4
48032,Sherwood Park--Fort Saskatchewan,Genuis,Garnett,Conservative,63.9
48032,Sherwood Park--Fort Saskatchewan,Harrop,Brandie,Green Party,2.5
48033,Sturgeon River--Parkland,Ambrose,Rona,Conservative,70.2
48033,Sturgeon River--Parkland,Chauvet,Ernest,Christian Heritage Party,1.1
48033,Sturgeon River--Parkland,Desforges,Guy,NDP-New Democratic Party,10
48033,Sturgeon River--Parkland,Dueck,Travis,Liberal,15.6
48033,Sturgeon River--Parkland,Greene,Brendon,Green Party,3
48034,Yellowhead,Eglinski,Jim,Conservative,72.3
48034,Yellowhead,Kuzminski,Ken,NDP-New Democratic Party,9
48034,Yellowhead,Lystang,Cory,Libertarian,1.6
48034,Yellowhead,Maguhn,Ryan,Liberal,14.2
48034,Yellowhead,Wolf Lange,Sandra,Green Party,2.9
59001,Abbotsford,Fast,Ed,Conservative,48.3
59001,Abbotsford,Fowler,Stephen,Green Party,5
59001,Abbotsford,MacKay,David,Marxist-Leninist,0.2
59001,Abbotsford,Martel,Jen,NDP-New Democratic Party,13.7
59001,Abbotsford,Njenga,Peter,Liberal,32.8
59002,Burnaby North--Seymour,Baird Ellan,Carol,NDP-New Democratic Party,29.6
59002,Burnaby North--Seymour,Beech,Terry,Liberal,36.1
59002,Burnaby North--Seymour,Chang,Helen Hee Soon,Independent,0.4
59002,Burnaby North--Seymour,Jantzen,Brent,Communist,0.2
59002,Burnaby North--Seymour,Little,Mike,Conservative,27.8
59002,Burnaby North--Seymour,Quarmby,Lynne,Green Party,5.3
59002,Burnaby North--Seymour,Sproule,Brian,Marxist-Leninist,0.1
59002,Burnaby North--Seymour,Tylor,Chris,Libertarian,0.5
59003,Burnaby South,Jaluague,Liz,Libertarian,1.1
59003,Burnaby South,Pankratz,Adam,Liberal,33.9
59003,Burnaby South,Seear,Grace,Conservative,27.1
59003,Burnaby South,Stewart,Kennedy,NDP-New Democratic Party,35.1
59003,Burnaby South,Tessari,Wyatt,Green Party,2.8
59004,Cariboo--Prince George,Calogheros,Tracy,Liberal,31.5
59004,Cariboo--Prince George,Campbell,Gordon,No Affiliation,0.7
59004,Cariboo--Prince George,Clare,Sheldon,Independent,1.2
59004,Cariboo--Prince George,De Kroon,Adam,Christian Heritage Party,0.6
59004,Cariboo--Prince George,Derrick,Trent,NDP-New Democratic Party,25.8
59004,Cariboo--Prince George,Doherty,Todd,Conservative,36.6
59004,Cariboo--Prince George,Jaques,Richard Edward,Green Party,3.5
59005,Central Okanagan--Similkameen--Nicola,Albas,Dan,Conservative,39.6
59005,Central Okanagan--Similkameen--Nicola,Mellalieu,Robert,Green Party,3.9
59005,Central Okanagan--Similkameen--Nicola,Scott,Karley,Liberal,37.2
59005,Central Okanagan--Similkameen--Nicola,Wood,Angelique,NDP-New Democratic Party,19.3
59006,Chilliwack--Hope,Cheney,Thomas,Green Party,4.7
59006,Chilliwack--Hope,De Jaeger,Louis,Liberal,33.8
59006,Chilliwack--Hope,Johnson,Alexander,Libertarian,0.8
59006,Chilliwack--Hope,MacPherson,Seonaigh,NDP-New Democratic Party,18.2
