2013 FED Number,2013 FED Name,All votes,Conservative votes,NDP-New Democratic Party votes,Liberal votes,Bloc Quebecois votes,Green Party votes,Other votes,Province and territory numeric code,2013 FED - Population,2003 FED - 2011 Population,Population transferred to 2013 FED
13006,Miramichi--Grand Lake,37,23,7,7,0,1,0,13,59343,93181,5781
13006,Miramichi--Grand Lake,1935,1154,416,294,0,45,26,13,59343,93181,5781
13006,Miramichi--Grand Lake,47,34,3,7,0,2,0,13,59343,93181,5781
13006,Miramichi--Grand Lake,101,58,12,27,0,4,0,13,59343,93181,5781
13006,Miramichi--Grand Lake,4882,2835,725,1233,0,89,0,13,59343,51996,49014
13006,Miramichi--Grand Lake,243,99,28,106,0,10,0,13,59343,51996,49014
13006,Miramichi--Grand Lake,22959,12019,5609,4773,0,558,0,13,59343,51996,49014
13006,Miramichi--Grand Lake,103,64,7,31,0,2,0,13,59343,51996,49014
13006,Miramichi--Grand Lake,798,485,48,254,0,11,0,13,59343,51996,49014
13006,Miramichi--Grand Lake,48,29,7,9,0,2,0,13,59343,68709,830
13006,Miramichi--Grand Lake,43,24,13,6,0,0,0,13,59343,68709,830
13006,Miramichi--Grand Lake,355,242,63,37,0,13,0,13,59343,68709,830
13006,Miramichi--Grand Lake,2,1,0,0,0,0,0,13,59343,68709,830
13006,Miramichi--Grand Lake,14,9,1,3,0,0,0,13,59343,68709,830
13007,Moncton--Riverview--Dieppe,302,62,71,161,0,8,0,13,89484,98539,89484
13007,Moncton--Riverview--Dieppe,753,294,141,298,0,20,0,13,89484,98539,89484
13007,Moncton--Riverview--Dieppe,7589,3191,1416,2692,0,290,0,13,89484,98539,89484
13007,Moncton--Riverview--Dieppe,116,35,17,59,0,4,0,13,89484,98539,89484
13007,Moncton--Riverview--Dieppe,809,300,118,363,0,28,0,13,89484,98539,89484
13007,Moncton--Riverview--Dieppe,39,9,15,14,0,1,0,13,89484,98539,89484
13007,Moncton--Riverview--Dieppe,32,5,12,14,0,1,0,13,89484,98539,89484
13007,Moncton--Riverview--Dieppe,111,19,37,52,0,3,0,13,89484,98539,89484
13007,Moncton--Riverview--Dieppe,193,41,77,69,0,6,0,13,89484,98539,89484
13007,Moncton--Riverview--Dieppe,266,79,113,67,0,7,0,13,89484,98539,89484
13007,Moncton--Riverview--Dieppe,33243,11893,10495,9359,0,1496,0,13,89484,98539,89484
13007,Moncton--Riverview--Dieppe,219,106,15,88,0,11,0,13,89484,98539,89484
13007,Moncton--Riverview--Dieppe,737,293,111,310,0,24,0,13,89484,98539,89484
13008,New Brunswick Southwest,215,130,36,45,0,4,0,13,66197,93181,3318
13008,New Brunswick Southwest,1165,628,339,146,0,48,4,13,66197,93181,3318
13008,New Brunswick Southwest,22,16,1,4,0,1,0,13,66197,93181,3318
13008,New Brunswick Southwest,49,28,6,13,0,2,0,13,66197,93181,3318
13008,New Brunswick Southwest,283,130,69,68,0,15,1,13,66197,63618,62879
13008,New Brunswick Southwest,171,110,29,29,0,3,1,13,66197,63618,62879
13008,New Brunswick Southwest,4486,2774,693,737,0,221,61,13,66197,63618,62879
13008,New Brunswick Southwest,296,166,28,86,0,5,11,13,66197,63618,62879
13008,New Brunswick Southwest,193,112,50,18,0,12,1,13,66197,63618,62879
13008,New Brunswick Southwest,135,63,40,19,0,12,2,13,66197,63618,62879
13008,New Brunswick Southwest,234,152,44,24,0,12,3,13,66197,63618,62879
13008,New Brunswick Southwest,180,85,65,23,0,6,2,13,66197,63618,62879
13008,New Brunswick Southwest,25064,13979,6252,3158,0,1308,367,13,66197,63618,62879
13008,New Brunswick Southwest,131,89,8,26,0,9,0,13,66197,63618,62879
13008,New Brunswick Southwest,382,240,35,82,0,25,1,13,66197,63618,62879
13009,Saint John--Rothesay,40,29,8,3,0,1,0,13,82129,73484,119
13009,Saint John--Rothesay,61,40,13,5,0,3,0,13,82129,73484,119
13009,Saint John--Rothesay,0,0,0,0,0,0,0,13,82129,73484,119
13009,Saint John--Rothesay,1,1,0,0,0,0,0,13,82129,73484,119
13009,Saint John--Rothesay,446,251,91,93,0,10,1,13,82129,84670,82010
13009,Saint John--Rothesay,5534,3146,1080,1138,0,128,42,13,82129,84670,82010
13009,Saint John--Rothesay,494,225,73,156,0,21,19,13,82129,84670,82010
13009,Saint John--Rothesay,28313,13612,9639,4037,0,806,219,13,82129,84670,82010
13009,Saint John--Rothesay,219,109,28,75,0,6,2,13,82129,84670,82010
13009,Saint John--Rothesay,856,469,120,243,0,17,5,13,82129,84670,82010
13010,Tobique--Mactaquac,0,0,0,0,0,0,0,13,70632,93181,2753
13010,Tobique--Mactaquac,200,116,22,54,0,7,1,13,70632,93181,2753
13010,Tobique--Mactaquac,0,0,0,0,0,0,0,13,70632,93181,2753
13010,Tobique--Mactaquac,94,56,19,18,0,1,0,13,70632,93181,2753
13010,Tobique--Mactaquac,283,139,64,69,0,10,1,13,70632,93181,2753
13010,Tobique--Mactaquac,619,261,180,156,0,17,5,13,70632,93181,2753
13010,Tobique--Mactaquac,18,13,1,3,0,1,0,13,70632,93181,2753
13010,Tobique--Mactaquac,39,22,4,10,0,2,0,13,70632,93181,2753
13010,Tobique--Mactaquac,345,208,55,67,0,16,0,13,70632,68709,67879
13010,Tobique--Mactaquac,5337,3424,650,1148,0,115,0,13,70632,68709,67879
13010,Tobique--Mactaquac,220,132,29,56,0,3,0,13,70632,68709,67879
13010,Tobique--Mactaquac,101,57,30,13,0,1,0,13,70632,68709,67879
13010,Tobique--Mactaquac,25977,16182,5424,3708,0,663,0,13,70632,68709,67879
13010,Tobique--Mactaquac,120,75,16,24,0,6,0,13,70632,68709,67879
13010,Tobique--Mactaquac,1102,725,100,266,0,12,0,13,70632,68709,67879
24001,Abitibi--Baie-James--Nunavik--Eeyou,32,3,12,4,14,0,0,24,85475,103610,816
24001,Abitibi--Baie-James--Nunavik--Eeyou,340,23,165,15,130,7,0,24,85475,103610,816
24001,Abitibi--Baie-James--Nunavik--Eeyou,1,0,0,0,0,0,0,24,85475,103610,816
24001,Abitibi--Baie-James--Nunavik--Eeyou,8,1,2,1,3,0,0,24,85475,103610,816
24001,Abitibi--Baie-James--Nunavik--Eeyou,3944,1131,1542,384,801,86,0,24,85475,84659,84659
24001,Abitibi--Baie-James--Nunavik--Eeyou,327,116,65,66,68,12,0,24,85475,84659,84659
24001,Abitibi--Baie-James--Nunavik--Eeyou,25517,5405,12031,2599,4409,1073,0,24,85475,84659,84659
24001,Abitibi--Baie-James--Nunavik--Eeyou,187,29,40,65,15,38,0,24,85475,84659,84659
24001,Abitibi--Baie-James--Nunavik--Eeyou,1193,408,283,168,322,12,0,24,85475,84659,84659
24002,Abitibi--Temiscamingue,32,3,12,4,14,0,0,24,102794,103610,102794
24002,Abitibi--Temiscamingue,5530,678,2320,506,1949,77,0,24,102794,103610,102794
24002,Abitibi--Temiscamingue,702,114,242,97,240,9,0,24,102794,103610,102794
24002,Abitibi--Temiscamingue,40474,3767,21649,2077,12401,580,0,24,102794,103610,102794
24002,Abitibi--Temiscamingue,114,33,26,21,32,3,0,24,102794,103610,102794
24002,Abitibi--Temiscamingue,1118,156,335,135,475,18,0,24,102794,103610,102794
24003,Ahuntsic-Cartierville,4,0,1,1,2,0,0,24,110473,100840,86365
24003,Ahuntsic-Cartierville,619,27,154,156,276,4,2,24,110473,100840,86365
24003,Ahuntsic-Cartierville,4686,314,991,1512,1809,47,13,24,110473,100840,86365
24003,Ahuntsic-Cartierville,40,5,10,14,7,1,4,24,110473,100840,86365
24003,Ahuntsic-Cartierville,73,7,15,23,22,2,3,24,110473,100840,86365
24003,Ahuntsic-Cartierville,180,23,28,76,42,5,6,24,110473,100840,86365
24003,Ahuntsic-Cartierville,11,0,4,3,4,0,0,24,110473,100840,86365
24003,Ahuntsic-Cartierville,144,10,57,31,45,1,0,24,110473,100840,86365
24003,Ahuntsic-Cartierville,178,13,53,62,46,3,1,24,110473,100840,86365
24003,Ahuntsic-Cartierville,33506,2807,10604,9242,10176,461,216,24,110473,100840,86365
24003,Ahuntsic-Cartierville,62,12,14,27,9,0,1,24,110473,100840,86365
24003,Ahuntsic-Cartierville,751,31,108,168,435,7,2,24,110473,100840,86365
24003,Ahuntsic-Cartierville,81,9,10,52,9,1,0,24,110473,117950,24108
24003,Ahuntsic-Cartierville,123,22,24,64,11,2,0,24,110473,117950,24108
24003,Ahuntsic-Cartierville,675,58,159,353,87,17,1,24,110473,117950,24108
24003,Ahuntsic-Cartierville,112,15,19,59,17,1,2,24,110473,117950,24108
24003,Ahuntsic-Cartierville,7235,791,2278,3222,759,153,32,24,110473,117950,24108
24003,Ahuntsic-Cartierville,12,2,2,6,1,1,0,24,110473,117950,24108
24003,Ahuntsic-Cartierville,108,20,19,56,10,2,1,24,110473,117950,24108
24004,Alfred-Pellan,439,44,174,77,137,6,1,24,98045,110650,98045
24004,Alfred-Pellan,535,73,206,102,150,4,0,24,98045,110650,98045
24004,Alfred-Pellan,559,68,192,154,137,8,1,24,98045,110650,98045
24004,Alfred-Pellan,5482,642,1976,1252,1530,64,18,24,98045,110650,98045
24004,Alfred-Pellan,21,3,8,6,5,0,0,24,98045,110650,98045
24004,Alfred-Pellan,144,19,35,48,38,2,2,24,98045,110650,98045
24004,Alfred-Pellan,3,0,1,1,1,0,0,24,98045,110650,98045
24004,Alfred-Pellan,56,4,30,9,12,1,0,24,98045,110650,98045
24004,Alfred-Pellan,97,3,43,20,28,2,1,24,98045,110650,98045
24004,Alfred-Pellan,84,6,39,8,30,0,1,24,98045,110650,98045
24004,Alfred-Pellan,131,13,58,25,30,3,1,24,98045,110650,98045
24004,Alfred-Pellan,39988,4436,17467,8804,8486,604,191,24,98045,110650,98045
24004,Alfred-Pellan,68,15,11,23,16,3,0,24,98045,110650,98045
24004,Alfred-Pellan,552,71,89,223,166,2,3,24,98045,110650,98045
24005,Argenteuil--La Petite-Nation,431,63,92,133,125,13,4,24,94208,124180,63948
24005,Argenteuil--La Petite-Nation,4541,651,1469,958,1323,106,34,24,94208,124180,63948
24005,Argenteuil--La Petite-Nation,15,2,7,4,1,0,1,24,94208,124180,63948
24005,Argenteuil--La Petite-Nation,60,6,3,33,16,1,1,24,94208,124180,63948
24005,Argenteuil--La Petite-Nation,9,1,4,1,3,0,0,24,94208,124180,63948
24005,Argenteuil--La Petite-Nation,25017,2992,10527,3546,6909,837,206,24,94208,124180,63948
24005,Argenteuil--La Petite-Nation,58,24,9,11,11,2,1,24,94208,124180,63948
24005,Argenteuil--La Petite-Nation,345,42,78,112,107,5,1,24,94208,124180,63948
24005,Argenteuil--La Petite-Nation,37,9,12,10,5,1,0,24,94208,105733,30260
24005,Argenteuil--La Petite-Nation,2152,651,888,269,323,20,1,24,94208,105733,30260
24005,Argenteuil--La Petite-Nation,31,12,6,8,4,1,0,24,94208,105733,30260
24005,Argenteuil--La Petite-Nation,10990,1918,6621,894,1359,163,35,24,94208,105733,30260
24005,Argenteuil--La Petite-Nation,45,21,4,13,5,1,0,24,94208,105733,30260
24005,Argenteuil--La Petite-Nation,186,69,45,42,25,5,1,24,94208,105733,30260
24006,Avignon--La Mitis--Matane--Matapedia,183,34,53,50,42,5,0,24,74547,81991,15246
24006,Avignon--La Mitis--Matane--Matapedia,589,107,234,77,148,23,0,24,74547,81991,15246
24006,Avignon--La Mitis--Matane--Matapedia,25,6,3,11,3,1,0,24,74547,81991,15246
24006,Avignon--La Mitis--Matane--Matapedia,6175,921,2782,842,1350,280,0,24,74547,81991,15246
24006,Avignon--La Mitis--Matane--Matapedia,22,9,3,3,6,1,0,24,74547,81991,15246
24006,Avignon--La Mitis--Matane--Matapedia,169,34,20,62,49,4,0,24,74547,81991,15246
24006,Avignon--La Mitis--Matane--Matapedia,127,32,18,23,52,2,0,24,74547,71389,59301
24006,Avignon--La Mitis--Matane--Matapedia,4530,561,753,1481,1668,67,0,24,74547,71389,59301
24006,Avignon--La Mitis--Matane--Matapedia,13,3,1,6,4,0,0,24,74547,71389,59301
24006,Avignon--La Mitis--Matane--Matapedia,490,105,51,207,114,13,0,24,74547,71389,59301
24006,Avignon--La Mitis--Matane--Matapedia,23625,2901,5761,5467,8983,513,0,24,74547,71389,59301
24006,Avignon--La Mitis--Matane--Matapedia,91,31,11,15,33,2,0,24,74547,71389,59301
24006,Avignon--La Mitis--Matane--Matapedia,485,64,36,232,147,7,0,24,74547,71389,59301
24007,Beauce,184,91,32,53,7,2,0,24,106337,108268,106337
24007,Beauce,7738,3824,2066,1131,597,120,0,24,106337,108268,106337
24007,Beauce,56,30,5,17,5,0,0,24,106337,108268,106337
24007,Beauce,584,354,81,99,42,8,0,24,106337,108268,106337
24007,Beauce,42473,21475,13304,4257,2741,696,0,24,106337,108268,106337
24007,Beauce,128,79,14,17,16,3,0,24,106337,108268,106337
24007,Beauce,883,547,112,149,64,11,0,24,106337,108268,106337
24008,Beauport--Limoilou,3,1,1,0,1,0,0,24,92944,103556,87375
24008,Beauport--Limoilou,15,5,7,1,3,0,0,24,92944,103556,87375
24008,Beauport--Limoilou,678,203,270,37,155,11,3,24,92944,103556,87375
24008,Beauport--Limoilou,747,213,336,37,153,8,0,24,92944,103556,87375
24008,Beauport--Limoilou,6972,1946,2741,484,1680,94,27,24,92944,103556,87375
24008,Beauport--Limoilou,21,9,3,2,8,0,0,24,92944,103556,87375
24008,Beauport--Limoilou,1658,555,540,272,229,26,36,24,92944,103556,87375
24008,Beauport--Limoilou,6,2,3,0,1,0,0,24,92944,103556,87375
24008,Beauport--Limoilou,7,2,4,0,1,0,0,24,92944,103556,87375
24008,Beauport--Limoilou,40,12,18,1,6,2,0,24,92944,103556,87375
24008,Beauport--Limoilou,40,12,18,1,9,1,0,24,92944,103556,87375
24008,Beauport--Limoilou,102,24,55,4,20,0,0,24,92944,103556,87375
24008,Beauport--Limoilou,167,37,94,13,21,3,0,24,92944,103556,87375
24008,Beauport--Limoilou,33374,8015,16363,1897,6274,675,150,24,92944,103556,87375
24008,Beauport--Limoilou,208,108,31,25,40,3,2,24,92944,103556,87375
24008,Beauport--Limoilou,671,192,165,63,237,10,3,24,92944,103556,87375
24008,Beauport--Limoilou,17,4,5,1,6,0,0,24,92944,93430,5569
24008,Beauport--Limoilou,712,193,259,59,195,7,0,24,92944,93430,5569
24008,Beauport--Limoilou,16,2,4,3,6,0,0,24,92944,93430,5569
24008,Beauport--Limoilou,40,11,11,7,11,1,0,24,92944,93430,5569
24008,Beauport--Limoilou,68,15,26,4,22,1,0,24,92944,93430,5569
24008,Beauport--Limoilou,1997,463,887,111,494,42,0,24,92944,93430,5569
24008,Beauport--Limoilou,6,3,1,0,1,0,0,24,92944,93430,5569
24008,Beauport--Limoilou,24,4,5,3,11,0,0,24,92944,93430,5569
24009,Becancour--Nicolet--Saurel,6517,785,2125,833,2649,125,0,24,93779,93779,93779
24009,Becancour--Nicolet--Saurel,501,81,76,148,188,8,0,24,93779,93779,93779
24009,Becancour--Nicolet--Saurel,40895,5371,15193,3805,15205,1321,0,24,93779,93779,93779
24009,Becancour--Nicolet--Saurel,107,31,20,14,38,4,0,24,93779,93779,93779
24009,Becancour--Nicolet--Saurel,1712,210,291,224,966,21,0,24,93779,93779,93779
24010,Bellechasse--Les Etchemins--Levis,8849,3503,2769,652,1830,95,0,24,112385,112385,112385
24010,Bellechasse--Les Etchemins--Levis,997,506,186,164,124,17,0,24,112385,112385,112385
24010,Bellechasse--Les Etchemins--Levis,48193,21482,16781,2529,6625,776,0,24,112385,112385,112385
24010,Bellechasse--Les Etchemins--Levis,148,77,21,17,28,5,0,24,112385,112385,112385
24010,Bellechasse--Les Etchemins--Levis,634,282,133,59,150,10,0,24,112385,112385,112385
24011,Beloeil--Chambly,480,48,166,74,147,6,39,24,109955,129315,109955
24011,Beloeil--Chambly,8880,919,3236,1088,2612,123,902,24,109955,129315,109955
24011,Beloeil--Chambly,459,84,99,131,123,9,13,24,109955,129315,109955
24011,Beloeil--Chambly,48248,3510,21348,3906,12980,764,5740,24,109955,129315,109955
24011,Beloeil--Chambly,113,40,21,16,21,3,11,24,109955,129315,109955
24011,Beloeil--Chambly,527,64,138,80,208,9,29,24,109955,129315,109955
24012,Berthier--Maskinonge,6525,953,2503,967,1981,88,33,24,98590,112341,86118
24012,Berthier--Maskinonge,563,119,112,206,109,13,4,24,98590,112341,86118
24012,Berthier--Maskinonge,34970,4443,14205,4349,10878,831,264,24,98590,112341,86118
24012,Berthier--Maskinonge,104,41,21,13,24,5,1,24,98590,112341,86118
24012,Berthier--Maskinonge,401,66,115,75,138,5,2,24,98590,112341,86118
24012,Berthier--Maskinonge,443,46,194,29,165,9,0,24,98590,113140,12472
24012,Berthier--Maskinonge,514,57,233,32,177,15,0,24,98590,113140,12472
24012,Berthier--Maskinonge,40,2,20,5,14,0,0,24,98590,113140,12472
24012,Berthier--Maskinonge,5335,491,2773,227,1668,176,0,24,98590,113140,12472
24012,Berthier--Maskinonge,13,3,3,2,4,0,0,24,98590,113140,12472
24012,Berthier--Maskinonge,56,7,14,6,25,2,0,24,98590,113140,12472
24013,Therese-De Blainville,3290,374,1354,437,1073,52,0,24,98499,115283,44989
24013,Therese-De Blainville,38,4,14,8,13,0,0,24,98499,115283,44989
24013,Therese-De Blainville,197,34,70,36,50,7,0,24,98499,115283,44989
24013,Therese-De Blainville,19355,1773,9925,1820,5363,474,0,24,98499,115283,44989
24013,Therese-De Blainville,30,11,7,9,4,0,0,24,98499,115283,44989
24013,Therese-De Blainville,345,54,101,59,124,7,0,24,98499,115283,44989
24013,Therese-De Blainville,2769,287,1240,293,922,27,0,24,98499,121095,53510
24013,Therese-De Blainville,19,1,3,4,11,0,0,24,98499,121095,53510
24013,Therese-De Blainville,22082,2144,11409,2266,5821,442,0,24,98499,121095,53510
24013,Therese-De Blainville,33,12,4,12,6,0,0,24,98499,121095,53510
24013,Therese-De Blainville,164,21,54,17,69,3,0,24,98499,121095,53510
24014,Pierre-Boucher--Les Patriotes--Vercheres,184,18,64,28,57,2,15,24,95326,129315,2624
24014,Pierre-Boucher--Les Patriotes--Vercheres,1282,112,579,83,351,23,134,24,95326,129315,2624
24014,Pierre-Boucher--Les Patriotes--Vercheres,3,1,1,0,0,0,0,24,95326,129315,2624
24014,Pierre-Boucher--Les Patriotes--Vercheres,13,2,3,2,5,0,1,24,95326,129315,2624
24014,Pierre-Boucher--Les Patriotes--Vercheres,2067,204,993,274,554,40,2,24,95326,99571,18451
24014,Pierre-Boucher--Les Patriotes--Vercheres,9140,723,4981,1012,2136,149,139,24,95326,99571,18451
24014,Pierre-Boucher--Les Patriotes--Vercheres,20,6,5,4,4,1,0,24,95326,99571,18451
24014,Pierre-Boucher--Les Patriotes--Vercheres,117,11,41,14,47,4,0,24,95326,99571,18451
24014,Pierre-Boucher--Les Patriotes--Vercheres,6139,575,2363,756,2345,100,0,24,95326,104355,74251
24014,Pierre-Boucher--Les Patriotes--Vercheres,246,35,36,69,97,9,0,24,95326,104355,74251
24014,Pierre-Boucher--Les Patriotes--Vercheres,33239,2693,14650,2920,12192,784,0,24,95326,104355,74251
24014,Pierre-Boucher--Les Patriotes--Vercheres,71,25,12,15,14,4,0,24,95326,104355,74251
24014,Pierre-Boucher--Les Patriotes--Vercheres,734,77,154,85,410,9,0,24,95326,104355,74251
24015,Bourassa,12,1,3,3,5,0,0,24,100286,100840,10448
24015,Bourassa,29,3,7,7,12,0,0,24,100286,100840,10448
24015,Bourassa,721,50,169,161,334,6,1,24,100286,100840,10448
24015,Bourassa,36,4,8,12,11,1,1,24,100286,100840,10448
24015,Bourassa,60,8,14,21,10,1,5,24,100286,100840,10448
24015,Bourassa,14,1,4,5,4,0,0,24,100286,100840,10448
24015,Bourassa,56,4,22,12,17,1,0,24,100286,100840,10448
24015,Bourassa,118,2,44,28,44,0,0,24,100286,100840,10448
24015,Bourassa,3936,272,1392,907,1280,57,28,24,100286,100840,10448
24015,Bourassa,8,1,2,3,1,0,0,24,100286,100840,10448
24015,Bourassa,93,4,13,21,54,1,0,24,100286,100840,10448
24015,Bourassa,290,32,60,134,62,2,0,24,100286,100453,89838
24015,Bourassa,337,21,88,160,63,3,1,24,100286,100453,89838
24015,Bourassa,396,36,108,167,82,0,3,24,100286,100453,89838
24015,Bourassa,2910,248,778,1237,594,45,8,24,100286,100453,89838
24015,Bourassa,21,4,4,11,3,0,0,24,100286,100453,89838
24015,Bourassa,173,21,31,94,19,7,1,24,100286,100453,89838
24015,Bourassa,29,3,9,11,5,1,0,24,100286,100453,89838
24015,Bourassa,133,18,50,44,17,2,2,24,100286,100453,89838
24015,Bourassa,85,9,35,32,6,3,0,24,100286,100453,89838
24015,Bourassa,27887,2326,9336,11219,4466,448,92,24,100286,100453,89838
24015,Bourassa,89,16,17,42,10,3,0,24,100286,100453,89838
24015,Bourassa,480,31,74,254,113,8,1,24,100286,100453,89838
24015,Bourassa,0,0,0,0,0,0,0,24,100286,109827,0
24015,Bourassa,0,0,0,0,0,0,0,24,100286,109827,0
24015,Bourassa,0,0,0,0,0,0,0,24,100286,109827,0
24015,Bourassa,0,0,0,0,0,0,0,24,100286,109827,0
24016,Brome--Missisquoi,705,65,229,158,241,13,0,24,98616,98632,98616
24016,Brome--Missisquoi,9244,1121,3057,2732,2202,132,0,24,98616,98632,98616
24016,Brome--Missisquoi,955,150,213,403,162,27,0,24,98616,98632,98616
24016,Brome--Missisquoi,258,14,113,32,91,9,0,24,98616,98632,98616
24016,Brome--Missisquoi,40440,4722,18633,7854,8310,921,0,24,98616,98632,98616
24016,Brome--Missisquoi,110,43,26,29,9,3,0,24,98616,98632,98616
24016,Brome--Missisquoi,826,141,134,380,156,15,0,24,98616,98632,98616
24017,Brossard--Saint-Lambert,6480,970,1790,2628,1025,60,7,24,100828,128001,79273
24017,Brossard--Saint-Lambert,244,60,61,81,34,3,5,24,100828,128001,79273
24017,Brossard--Saint-Lambert,29233,3964,11757,9022,3971,455,64,24,100828,128001,79273
24017,Brossard--Saint-Lambert,63,24,8,19,11,2,0,24,100828,128001,79273
24017,Brossard--Saint-Lambert,660,87,123,284,163,4,0,24,100828,128001,79273
24017,Brossard--Saint-Lambert,403,42,101,122,131,7,0,24,100828,92419,21555
24017,Brossard--Saint-Lambert,2425,289,670,947,492,27,0,24,100828,92419,21555
24017,Brossard--Saint-Lambert,69,18,18,25,8,0,0,24,100828,92419,21555
24017,Brossard--Saint-Lambert,9250,807,3469,2874,1919,181,0,24,100828,92419,21555
24017,Brossard--Saint-Lambert,27,7,4,9,6,0,0,24,100828,92419,21555
24017,Brossard--Saint-Lambert,132,15,30,35,52,1,0,24,100828,92419,21555
24018,Rimouski-Neigette--Temiscouata--Les Basques,5292,820,1793,688,1911,80,0,24,84809,84809,84809
24018,Rimouski-Neigette--Temiscouata--Les Basques,976,269,240,263,191,13,0,24,84809,84809,84809
24018,Rimouski-Neigette--Temiscouata--Les Basques,35919,5020,16237,3018,10885,759,0,24,84809,84809,84809
24018,Rimouski-Neigette--Temiscouata--Les Basques,117,52,23,13,26,3,0,24,84809,84809,84809
24018,Rimouski-Neigette--Temiscouata--Les Basques,412,57,67,119,157,12,0,24,84809,84809,84809
24019,Charlesbourg--Haute-Saint-Charles,9530,2928,3846,759,1875,87,35,24,103331,102906,102906
24019,Charlesbourg--Haute-Saint-Charles,385,118,107,85,56,11,8,24,103331,102906,102906
24019,Charlesbourg--Haute-Saint-Charles,42672,12772,19924,2563,6553,717,143,24,103331,102906,102906
24019,Charlesbourg--Haute-Saint-Charles,268,170,42,23,26,7,0,24,103331,102906,102906
24019,Charlesbourg--Haute-Saint-Charles,754,232,212,75,222,10,3,24,103331,102906,102906
24019,Charlesbourg--Haute-Saint-Charles,0,0,0,0,0,0,0,24,103331,107291,425
24019,Charlesbourg--Haute-Saint-Charles,33,11,13,2,7,0,0,24,103331,107291,425
24019,Charlesbourg--Haute-Saint-Charles,0,0,0,0,0,0,0,24,103331,107291,425
24019,Charlesbourg--Haute-Saint-Charles,131,54,52,4,16,5,0,24,103331,107291,425
24019,Charlesbourg--Haute-Saint-Charles,2,1,0,0,0,0,0,24,103331,107291,425
